# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 12 02:35:08 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
#
pl_name	hostname	st_teff	st_tefferr1	st_tefferr2	st_tefflim	st_rad	st_raderr1	st_raderr2	st_mass	st_masserr1	st_masserr2	st_masslim	st_rotp	st_rotperr1	st_rotperr2	st_rotplim
CoRoT-2 b	CoRoT-2	5575.00	70.00	-70.00	0											
CoRoT-2 b	CoRoT-2	5625.00	120.00	-120.00	0	0.91	0.03	-0.03	0.96	0.08	-0.08	0				
CoRoT-2 b	CoRoT-2	5696.00	70.00	-70.00	0	0.91	0.02	-0.02	1.02	0.05	-0.05	0				
CoRoT-2 b	CoRoT-2															
CoRoT-2 b	CoRoT-2	5529.00	121.43	-89.60	0	0.94	0.07	-0.12	0.97	0.14	-0.10	0				
CoRoT-20 b	CoRoT-20					1.16	0.15	-0.20	1.10	0.10	-0.10	0				
CoRoT-20 b	CoRoT-20	5880.00	90.00	-90.00	0	1.02	0.05	-0.05	1.14	0.08	-0.08	0				
CoRoT-20 b	CoRoT-20	5880.00	90.00	-90.00	0	1.34	0.37	-0.37	1.11	0.10	-0.10	0				
CoRoT-20 b	CoRoT-20	5880.00	90.00	-90.00	0	1.02	0.05	-0.05	1.14	0.08	-0.08	0				
CoRoT-20 b	CoRoT-20								1.14	0.08	-0.08	0				
CoRoT-20 c	CoRoT-20								1.14	0.08	-0.08	0				
CoRoT-21 b	CoRoT-21	6200.00	100.00	-100.00	0	1.95	0.21	-0.21	1.29	0.09	-0.09	0				
CoRoT-21 b	CoRoT-21	6200.00	100.00	-100.00	0	1.95	0.21	-0.21	1.29	0.09	-0.09	0				
CoRoT-22 b	CoRoT-22	5939.00	54.00	-120.00	0	1.14	0.04	-0.09	1.10	0.05	-0.05	0				
CoRoT-23 b	CoRoT-23	5900.00	100.00	-100.00	0	1.74	0.26	-0.16	1.12	0.09	-0.07	0				
CoRoT-23 b	CoRoT-23	5900.00	100.00	-100.00	0	1.61	0.18	-0.18	1.14	0.08	-0.08	0				
CoRoT-23 b	CoRoT-23	5900.00	100.00	-100.00	0	1.61	0.18	-0.18	1.14	0.08	-0.08	0				
CoRoT-24 b	CoRoT-24	4950.00	150.00	-150.00	0	0.86	0.09	-0.09	0.91	0.09	-0.09	0				
CoRoT-24 c	CoRoT-24	4950.00	150.00	-150.00	0	0.86	0.09	-0.09	0.91	0.09	-0.09	0				
CoRoT-25 b	CoRoT-25	6040.00	90.00	-90.00	0	1.19	0.14	-0.03	1.09	0.11	-0.05	0				
CoRoT-25 b	CoRoT-25	6040.00	90.00	-90.00	0	1.19	0.14	-0.03	1.09	0.11	-0.05	0				
CoRoT-26 b	CoRoT-26	5590.00	100.00	-100.00	0	1.79	0.18	-0.09	1.09	0.06	-0.06	0				
CoRoT-26 b	CoRoT-26	5590.00	100.00	-100.00	0	1.79	0.18	-0.09	1.09	0.06	-0.06	0				
CoRoT-27 b	CoRoT-27	5900.00	120.00	-120.00	0	1.08	0.18	-0.06	1.05	0.11	-0.11	0				
CoRoT-27 b	CoRoT-27	5900.00	120.00	-120.00	0	1.08	0.18	-0.06	1.05	0.11	-0.11	0				
CoRoT-28 b	CoRoT-28	5150.00	100.00	-100.00	0	1.78	0.11	-0.11	1.01	0.14	-0.14	0				
CoRoT-28 b	CoRoT-28	5150.00	100.00	-100.00	0	1.78	0.11	-0.11	1.01	0.14	-0.14	0				
CoRoT-29 b	CoRoT-29	5268.00	123.00	-123.00	0	1.08			0.90			0				
CoRoT-29 b	CoRoT-29	5260.00	100.00	-100.00	0	0.90	0.12	-0.12	0.97	0.14	-0.14	0				
CoRoT-29 b	CoRoT-29	5260.00	100.00	-100.00	0	0.90	0.12	-0.12	0.97	0.14	-0.14	0				
CoRoT-3 b	CoRoT-3					1.54	0.08	-0.08	1.36	0.06	-0.04	0				
CoRoT-3 b	CoRoT-3	6740.00	140.00	-140.00	0	1.56	0.09	-0.09	1.37	0.09	-0.09	0				
CoRoT-3 b	CoRoT-3	6740.00	140.00	-140.00	0	1.56	0.09	-0.09	1.37	0.09	-0.09	0				
CoRoT-3 b	CoRoT-3	6558.00	44.00	-44.00	0	1.44	0.08	-0.08	1.41	0.08	-0.08	0				
CoRoT-3 b	CoRoT-3	6740.00	140.00	-140.00	0	1.57	0.10	-0.10	1.40	0.06	-0.06	0				
CoRoT-30 b	CoRoT-30	5650.00	100.00	-100.00	0	0.91	0.09	-0.03	0.98	0.03	-0.05	0				
CoRoT-31 b	CoRoT-31	5700.00	120.00	-120.00	0	2.15	0.56	-0.66	1.25	0.22	-0.21	0				
CoRoT-4 b	CoRoT-4	6190.00	60.00	-60.00	0	1.15	0.09	-0.03	1.19	0.05	-0.05	0				
CoRoT-4 b	CoRoT-4	6190.00	60.00	-60.00	0	1.17	0.01	-0.03	1.16	0.03	-0.02	0				
CoRoT-4 b	CoRoT-4	6190.00	60.00	-60.00	0	1.17	0.01	-0.03	1.16	0.03	-0.02	0	8.90	1.10	-1.10	0
CoRoT-5 b	CoRoT-5	6100.00	95.00	-95.00	0	1.05	0.08	-0.07	1.02	0.10	-0.06	0				
CoRoT-5 b	CoRoT-5	6100.00	65.00	-65.00	0	1.19	0.04	-0.04	1.00	0.02	-0.02	0				
CoRoT-5 b	CoRoT-5					1.11	0.04	-0.03	0.99	0.07	-0.07	0				
CoRoT-5 b	CoRoT-5	6100.00	65.00	-65.00	0	1.19	0.04	-0.04	1.00	0.02	-0.02	0				
CoRoT-6 b	CoRoT-6	6090.00	70.00	-70.00	0	1.04	0.03	-0.03	1.05	0.06	-0.06	0				
CoRoT-6 b	CoRoT-6	6090.00	70.00	-70.00	0	1.02	0.03	-0.03	1.05	0.05	-0.05	0				
CoRoT-6 b	CoRoT-6	6090.00	50.00	-50.00	0	1.02	0.03	-0.03	1.05	0.05	-0.05	0	6.40	0.50	-0.50	0
CoRoT-7 b	CoRoT-7	5250.00	60.00	-60.00	0	0.96	0.15	-0.15	0.88	0.07	-0.07	0				
CoRoT-7 b	CoRoT-7	5275.00	75.00	-75.00	0	0.87	0.04	-0.04	0.93	0.03	-0.03	0				
CoRoT-7 b	CoRoT-7	5275.00	75.00	-75.00	0	0.83	0.04	-0.04	0.82	0.17	-0.17	0				
CoRoT-7 b	CoRoT-7	5259.00	58.00	-58.00	0	0.82	0.02	-0.02	0.91	0.02	-0.02	0				
CoRoT-7 b	CoRoT-7	5256.00	91.33	-130.85	0	0.86	0.05	-0.04	0.90	0.12	-0.10	0				
CoRoT-7 b	CoRoT-7	5256.00	91.33	-130.85	0	0.86	0.05	-0.04	0.90	0.12	-0.10	0				
CoRoT-7 b	CoRoT-7	5313.00	73.00	-73.00	0	0.84	0.01	-0.01	0.88	0.03	-0.03	0				
CoRoT-7 c	CoRoT-7	5256.00	91.33	-130.85	0	0.86	0.05	-0.04	0.90	0.12	-0.10	0				
CoRoT-7 c	CoRoT-7	5256.00	91.33	-130.85	0	0.86	0.05	-0.04	0.90	0.12	-0.10	0				
CoRoT-8 b	CoRoT-8	5080.00	80.00	-80.00	0	0.77	0.02	-0.02	0.88	0.04	-0.04	0				
CoRoT-8 b	CoRoT-8	5080.00	80.00	-80.00	0	0.77	0.02	-0.02	0.88	0.04	-0.04	0				
CoRoT-8 b	CoRoT-8	5080.00	80.00	-80.00	0	0.90	0.09	-0.09	0.88	0.09	-0.09	0				
CoRoT-8 b	CoRoT-8					0.80	0.01	-0.01	0.89	0.04	-0.04	0				
CoRoT-9 b	CoRoT-9	5625.00	80.00	-80.00	0	0.96	0.06	-0.06	0.96	0.04	-0.04	0				
CoRoT-9 b	CoRoT-9	5625.00	80.00	-80.00	0	0.96	0.06	-0.06	0.96	0.04	-0.04	0				
CoRoT-9 b	CoRoT-9	5625.00	80.00	-80.00	0	0.94	0.04	-0.04	0.99	0.04	-0.04	0				
CoRoT-9 b	CoRoT-9	5625.00	80.00	-80.00	0	0.94	0.06	-0.06	0.96	0.08	-0.08	0				
CoRoTID 223977153 b	CoRoTID 223977153	5970.00	100.00	-100.00	0	0.79	0.08	-0.09	1.08	0.08	-0.07	0				
CoRoTID 223977153 b	CoRoTID 223977153	5970.00	100.00	-100.00	0	0.79	0.08	-0.09	1.08	0.08	-0.07	0				
DE CVn b	DE CVn								0.51			0				
DENIS-P J082303.1-491201 b	DENIS-P J082303.1-491201								0.07	0.01	-0.01	0				
DH Tau b	DH Tau					0.27	0.07	-0.07	0.33			0				
DH Tau b	DH Tau	4371.00	137.00	-137.00	0	1.37			0.68			0				
DMPP-1 b	DMPP-1	6196.00	29.00	-29.00	0	1.26	0.02	-0.02	1.21	0.03	-0.03	0				
DMPP-1 c	DMPP-1	6196.00	29.00	-29.00	0	1.26	0.02	-0.02	1.21	0.03	-0.03	0				
DMPP-1 d	DMPP-1	6196.00	29.00	-29.00	0	1.26	0.02	-0.02	1.21	0.03	-0.03	0				
DMPP-1 e	DMPP-1	6196.00	29.00	-29.00	0	1.26	0.02	-0.02	1.21	0.03	-0.03	0				
DMPP-2 b	DMPP-2	6500.00	100.00	-100.00	0	1.78	0.09	-0.09	1.44	0.03	-0.03	0				
DMPP-3 A b	DMPP-3 A															
DMPP-3 A b	DMPP-3 A	5138.00	99.00	-99.00	0	0.91	0.02	-0.02	0.87	0.05	-0.05	0	21.80	0.50	-16.50	0
DP Leo b	DP Leo															
DP Leo b	DP Leo								0.69			0				
DS Tuc A b	DS Tuc A	5542.00	21.00	-21.00	0	0.87	0.03	-0.03	0.96	0.03	-0.03	0	2.85	0.02	-0.02	0
DS Tuc A b	DS Tuc A	5428.00	80.00	-80.00	0	0.96	0.03	-0.03	1.01	0.06	-0.06	0	2.85	0.04	-0.05	0
DS Tuc A b	DS Tuc A	5414.00	161.00	-161.00	0	0.95	0.07	-0.07								
EPIC 201170410.02	EPIC 201170410	3648.00	172.00	-143.00	0	0.28	0.07	-0.07	0.29	0.10	-0.08	0				
EPIC 201238110 b	EPIC 201238110								0.41	0.11	-0.05	0				
EPIC 201238110 b	EPIC 201238110					0.37	0.09	-0.04								
EPIC 201427007 b	EPIC 201427007	5633.00	111.00	-111.00	0	0.94	0.09	-0.09								
EPIC 201497682 b	EPIC 201497682								0.78	0.09	-0.17	0				
EPIC 201595106 b	EPIC 201595106	5711.17	129.09	-85.29	0	0.99	0.04	-0.05	1.02	0.14	-0.12	0				
EPIC 201595106 b	EPIC 201595106	5705.00	50.00	-50.00	0	0.93	0.06	-0.04								
EPIC 201595106 b	EPIC 201595106	5820.00	20.00	-20.00	0	0.93	0.06	-0.06								
EPIC 201615463 c	K2-166								1.07	0.03	-0.03	0				
EPIC 201754305 d	K2-16								0.67	0.03	-0.04	0				
EPIC 201757695.02	EPIC 201757695	4520.00	108.00	-54.00	0	0.66	0.04	-0.04	0.73	0.04	-0.05	0				
EPIC 201833600 c	K2-50					0.63	0.04	-0.04								
EPIC 201833600 c	K2-50								0.61	0.06	-0.06	0				
EPIC 201841433 b	EPIC 201841433					0.63	0.03	-0.04								
EPIC 201841433 b	EPIC 201841433								0.80	0.08	-0.16	0				
EPIC 201841433 b	EPIC 201841433	5053.00	103.00	-166.00	0	0.63	0.04	-0.02	0.80	0.08	-0.16	0				
EPIC 205950854 c	K2-168								0.91	0.03	-0.03	0				
EPIC 205950854 c	K2-168					0.90	0.04	-0.01								
EPIC 205950854 c	K2-168	5502.70	101.00	-50.50	0	0.83	0.09	-0.04	0.88	0.06	-0.03	0				
EPIC 206024342 b	EPIC 206024342								0.93	0.08	-0.10	0				
EPIC 206024342 b	EPIC 206024342					0.82	0.10	-0.04								
EPIC 206024342 c	EPIC 206024342	5648.00			0	0.94										
EPIC 206024342 c	EPIC 206024342	5724.00	72.00	-72.00	0	1.10	0.36	-0.36								
EPIC 206024342 c	EPIC 206024342					0.82	0.10	-0.04								
EPIC 206024342 d	EPIC 206024342					0.82	0.10	-0.04								
EPIC 206024342 d	EPIC 206024342	6438.00	348.00	-348.00	0	1.50	0.46	-0.46								
EPIC 206024342 d	EPIC 206024342	5724.00	72.00	-72.00	0	1.10	0.36	-0.36								
EPIC 206024342 d	EPIC 206024342	5648.00			0	0.94										
EPIC 206032309 b	EPIC 206032309								0.22	0.04	-0.06	0				
EPIC 206042996 b	EPIC 206042996					0.67	0.07	-0.04								
EPIC 206042996 b	EPIC 206042996								0.56	0.05	-0.05	0				
EPIC 206042996 b	EPIC 206042996	4114.00	99.00	-99.00	0	0.50	0.04	-0.04								
EPIC 206042996 c	EPIC 206042996	4114.00	99.00	-99.00	0	0.50	0.04	-0.04								
EPIC 206042996 c	EPIC 206042996	3893.00			0	0.57										
EPIC 206215704 b	EPIC 206215704								0.41	0.10	-0.08	0				
EPIC 206215704 b	EPIC 206215704					0.37	0.08	-0.07								
EPIC 206215704 b	EPIC 206215704	3297.00	73.00	-73.00	0	0.25	0.01	-0.01								
EPIC 206317286 b	EPIC 206317286								0.71	0.09	-0.03	0				
EPIC 206317286 b	EPIC 206317286					0.67	0.04	-0.05								
EPIC 206317286 c	EPIC 206317286					0.67	0.04	-0.05								
EPIC 206317286 c	EPIC 206317286	4749.00			0	0.73										
EPIC 206317286 c	EPIC 206317286	4752.00	138.00	-138.00	0	0.76	0.05	-0.06	0.83	0.25	-0.37	0				
EPIC 211822797 b	EPIC 211822797					0.64	0.06	-0.02								
EPIC 211822797 b	EPIC 211822797	3811.00	157.00	-157.00	0	0.60	0.02	-0.02	0.59	0.02	-0.02	0				
EPIC 211822797 b	EPIC 211822797	4148.21	82.41	-80.21	0	0.57	0.03	-0.03	0.66	0.07	-0.07	0				
EPIC 211822797 b	EPIC 211822797	3880.00	67.00	-67.00	0	0.59	0.03	-0.03	0.61	0.02	-0.02	0	14.60	1.10	-1.10	0
EPIC 211822797 b	EPIC 211822797	4057.00	37.00	-39.00	0	0.58	0.01	-0.01	0.62	0.02	-0.02	0				
EPIC 211822797 b	EPIC 211822797	3811.00	157.00	-157.00	0	0.60	0.02	-0.02	0.59	0.02	-0.02	0				
EPIC 211945201 b	EPIC 211945201	6025.00	100.00	-100.00	0	1.38	0.02	-0.02	1.18	0.03	-0.04	0				
EPIC 211945201 b	EPIC 211945201	6069.00	90.00	-90.00	0	1.39	0.02	-0.02	1.17	0.04	-0.04	0				
EPIC 211945201 b	EPIC 211945201	6128.00	137.69	-110.42	0	1.36	0.08	-0.04	1.16	0.15	-0.16	0				
EPIC 211945201 b	EPIC 211945201	6128.00	137.69	-110.42	0	1.36	0.08	-0.04	1.16	0.15	-0.16	0				
EPIC 211945201 b	EPIC 211945201	6046.00	50.00	-50.00	0	1.41	0.21	-0.18								
EPIC 211945201 b	EPIC 211945201					1.40	0.04	-0.03								
EPIC 211945201 b	EPIC 211945201					1.48										
EPIC 211945201 b	EPIC 211945201	6320.00	300.00	-300.00	0	1.49	0.36	-0.36								
EPIC 212297394 b	EPIC 212297394					0.75	0.03	-0.01								
EPIC 212297394 b	EPIC 212297394	5171.00	172.00	-130.00	0	0.80	0.03	-0.03	0.83	0.05	-0.04	0				
EPIC 212297394 b	EPIC 212297394								0.83	0.09	-0.12	0				
EPIC 212297394 c	EPIC 212297394	5171.00	172.00	-130.00	0	0.80	0.03	-0.03	0.83	0.05	-0.04	0				
EPIC 212297394 c	EPIC 212297394	5008.00	122.00	-122.00	0	0.78			0.83			0				
EPIC 212297394 c	EPIC 212297394					0.75	0.03	-0.01								
EPIC 212424622 b	EPIC 212424622								1.11	0.14	-0.12	0				
EPIC 212424622 b	EPIC 212424622					1.22	0.00	-0.05								
EPIC 212499991 b	EPIC 212499991								0.91	0.04	-0.16	0				
EPIC 212587672 b	EPIC 212587672								0.95	0.04	-0.04	0				
EPIC 212587672 b	EPIC 212587672					0.98	0.01	-0.01								
EPIC 212587672 b	EPIC 212587672	6004.00	77.00	-78.00	0	0.98	0.04	-0.03	0.99	0.03	-0.04	0				
EPIC 212587672 c	EPIC 212587672	6055.00	120.85	-151.63	0	0.95	0.03	-0.07	1.13	0.17	-0.13	0				
EPIC 212587672 c	EPIC 212587672	6055.00	120.85	-151.63	0	0.95	0.03	-0.07	1.13	0.17	-0.13	0				
EPIC 212587672 c	EPIC 212587672	5928.00	50.00	-50.00	0	0.95	0.06	-0.04								
EPIC 212587672 c	EPIC 212587672	6004.00	77.00	-78.00	0	0.98	0.04	-0.03	0.99	0.03	-0.04	0				
EPIC 212587672 c	EPIC 212587672					0.95										
EPIC 212587672 c	EPIC 212587672					0.98	0.01	-0.01								
EPIC 212624936 b	EPIC 212624936	5765.00	170.00	-170.00	0	0.93	0.20	-0.20								
EPIC 212624936 c	EPIC 212624936	5765.00	170.00	-170.00	0	0.93	0.20	-0.20								
EPIC 212624936 c	EPIC 212624936					0.95	0.14	-0.04								
EPIC 212737443 b	EPIC 212737443	4684.00	79.00	-79.00	0	0.67	0.02	-0.02	0.69	0.04	-0.04	0				
EPIC 212737443 b	EPIC 212737443	4581.00	122.00	-122.00	0	0.67			0.72			0				
EPIC 212737443 b	EPIC 212737443	4581.00	122.00	-122.00	0	0.67			0.72			0				
EPIC 212737443 c	EPIC 212737443	4684.00	79.00	-79.00	0	0.67	0.02	-0.02	0.69	0.04	-0.04	0				
EPIC 220492298 b	EPIC 220492298	5620.00	31.00	-31.00	0	0.89	0.09	-0.09								
EPIC 220554210 c	K2-282	5499.00	109.00	-109.00	0	1.00	0.04	-0.04								
EPIC 220554210 c	K2-282					1.01	0.04	-0.04								
EPIC 220554210 c	K2-282								0.94	0.04	-0.04	0				
EPIC 220674823 b	EPIC 220674823	5590.00	51.00	-51.00	0	0.83	0.04	-0.04	0.93	0.01	-0.01	0				
EPIC 220674823 b	EPIC 220674823	5496.00	46.00	-46.00	0	0.98	0.02	-0.02	0.90	0.06	-0.05	0				
EPIC 220674823 b	EPIC 220674823	5496.00	46.00	-46.00	0	0.95	0.05	-0.05	0.92	0.03	-0.03	0				
EPIC 220674823 b	EPIC 220674823	5470.00	30.00	-30.00	0	0.87	0.09	-0.09	0.94	0.06	-0.06	0				
EPIC 220674823 b	EPIC 220674823	5613.00	39.00	-39.00	0	0.95	0.05	-0.05								
EPIC 220674823 b	EPIC 220674823					0.97										
EPIC 220674823 b	EPIC 220674823	5590.00	50.00	-50.00	0	0.91	0.05	-0.03	0.97	0.02	-0.03	0				
EPIC 220674823 b	EPIC 220674823	5617.00	86.00	-86.00	0	0.98	0.02	-0.02	0.97	0.04	-0.04	0				
EPIC 220674823 b	EPIC 220674823					1.02	0.03	-0.02								
EPIC 220674823 c	EPIC 220674823	5590.00	50.00	-50.00	0	0.91	0.05	-0.03	0.97	0.02	-0.03	0				
EPIC 220674823 c	EPIC 220674823	5496.00	46.00	-46.00	0	0.95	0.05	-0.05	0.92	0.03	-0.03	0				
EPIC 220674823 c	EPIC 220674823	5590.00	51.00	-51.00	0	0.83	0.04	-0.04	0.93	0.01	-0.01	0				
EPIC 220674823 c	EPIC 220674823	5470.00	30.00	-30.00	0	0.87	0.09	-0.09	0.94	0.06	-0.06	0				
EPIC 220674823 c	EPIC 220674823					0.97										
EPIC 220674823 c	EPIC 220674823	5617.00	86.00	-86.00	0	0.98	0.02	-0.02	0.97	0.04	-0.04	0				
EPIC 220674823 c	EPIC 220674823					1.02	0.03	-0.02								
EPIC 220674823 c	EPIC 220674823	5613.00	39.00	-39.00	0	0.95	0.05	-0.05								
EPIC 228836835 b	EPIC 228836835	3782.00	152.00	-152.00	0	0.32	0.07	-0.07								
EPIC 228836835 b	EPIC 228836835	3506.00	157.00	-157.00	0	0.42	0.01	-0.01	0.42	0.02	-0.02	0				
EPIC 246851721 b	EPIC 246851721	6202.00	52.00	-50.00	0	1.59	0.03	-0.03	1.32	0.04	-0.04	0				
EPIC 248847494 b	EPIC 248847494	4898.00	68.00	-68.00	0	2.70	0.12	-0.12	0.90	0.09	-0.09	0				
EPIC 249893012 b	EPIC 249893012	5430.00	85.00	-85.00	0	1.71	0.04	-0.04	1.05	0.05	-0.05	0	41.00	10.00	-10.00	0
EPIC 249893012 c	EPIC 249893012	5430.00	85.00	-85.00	0	1.71	0.04	-0.04	1.05	0.05	-0.05	0	41.00	10.00	-10.00	0
EPIC 249893012 d	EPIC 249893012	5430.00	85.00	-85.00	0	1.71	0.04	-0.04	1.05	0.05	-0.05	0	41.00	10.00	-10.00	0
FU Tau b	FU Tau	2838.00			0				0.05			0				
G 264-012 b	G 264-012	3326.00	54.00	-54.00	0	0.30	0.01	-0.01	0.30	0.02	-0.02	0	100.00	6.00	-6.00	0
G 264-012 c	G 264-012	3326.00	54.00	-54.00	0	0.30	0.01	-0.01	0.30	0.02	-0.02	0	100.00	6.00	-6.00	0
G 9-40 b	G 9-40	3348.00	32.00	-32.00	0	0.31	0.01	-0.01	0.29	0.02	-0.02	0	29.85	1.01	-0.94	0
G 9-40 b	G 9-40	3390.00	20.00	-20.00	0	0.31	0.00	0.00								
GJ 1061 b	GJ 1061	2953.00	98.00	-98.00	0	0.16	0.01	-0.01	0.12	0.01	-0.01	0				
GJ 1061 c	GJ 1061	2953.00	98.00	-98.00	0	0.16	0.01	-0.01	0.12	0.01	-0.01	0				
GJ 1061 d	GJ 1061	2953.00	98.00	-98.00	0	0.16	0.01	-0.01	0.12	0.01	-0.01	0				
GJ 1132 b	GJ 1132	3270.00	140.00	-140.00	0	0.21	0.01	-0.01	0.18	0.02	-0.02	0	122.30	6.00	-5.00	0
GJ 1132 b	GJ 1132												122.31	6.03	-5.04	0
GJ 1132 b	GJ 1132					0.26	0.02	-0.02	0.18	0.02	-0.02	0				
GJ 1132 b	GJ 1132	3270.00	140.00	-140.00	0	0.21	0.02	-0.02	0.18	0.02	-0.02	0				
GJ 1132 c	GJ 1132	3270.00	140.00	-140.00	0	0.21	0.01	-0.01	0.18	0.02	-0.02	0	122.30	6.00	-5.00	0
GJ 1148 b	GJ 1148	3357.57	48.41	-48.41	0	0.37	0.01	-0.01	0.37	0.01	-0.01	0				
GJ 1148 b	GJ 1148	3287.00	157.00	-157.00	0	0.36	0.01	-0.01	0.34	0.02	-0.02	0				
GJ 1148 b	GJ 1148	3287.00	157.00	-157.00	0	0.36	0.01	-0.01	0.34	0.02	-0.02	0				
GJ 1148 c	GJ 1148	3287.00	157.00	-157.00	0	0.36	0.01	-0.01	0.34	0.02	-0.02	0				
GJ 1148 c	GJ 1148	3357.57	48.41	-48.41	0	0.37	0.01	-0.01	0.37	0.01	-0.01	0				
GJ 1151 b	GJ 1151															
GJ 1214 b	GJ 1214	3074.00	157.00	-157.00	0	0.21	0.01	-0.01	0.18	0.02	-0.02	0				
GJ 1214 b	GJ 1214	3250.00	100.00	-100.00	0	0.21	0.01	-0.01	0.18	0.01	-0.01	0	124.70	5.00	-4.80	0
GJ 1214 b	GJ 1214					0.20	0.01	-0.01								
GJ 1214 b	GJ 1214	3170.00	23.00	-23.00	0	0.18	0.01	-0.01	0.16	0.01	-0.01	0				
GJ 1214 b	GJ 1214	3026.00	150.00	-150.00	0	0.22	0.01	-0.01	0.15	0.01	-0.01	0				
GJ 1214 b	GJ 1214	3000.00			0											
GJ 1214 b	GJ 1214	3250.00	100.00	-100.00	0	0.22	0.00	0.00	0.18	0.01	-0.01	0				
GJ 1214 b	GJ 1214	3026.00			0	0.21										
GJ 1214 b	GJ 1214	3026.00			0	0.20	0.00	0.00								
GJ 1214 b	GJ 1214	3074.00	157.00	-157.00	0	0.21	0.01	-0.01	0.18	0.02	-0.02	0				
GJ 1214 b	GJ 1214	3026.00	130.00	-130.00	0	0.21	0.01	-0.01	0.16	0.02	-0.02	0				
GJ 1214 b	GJ 1214					0.21	0.01	-0.01	0.16	0.01	-0.01	0				
GJ 1214 b	GJ 1214	3074.00	157.00	-157.00	0	0.21	0.01	-0.01	0.18	0.02	-0.02	0				
GJ 1214 b	GJ 1214	3026.00	130.00	-130.00	0	0.21	0.01	-0.01	0.16	0.02	-0.02	0				
GJ 1214 b	GJ 1214	2949.00	27.00	-32.00	0	0.21	0.01	0.00	0.15	0.01	-0.01	0				
GJ 1214 b	GJ 1214					0.21	0.01	-0.01	0.16	0.02	-0.02	0				
GJ 1252 b	GJ 1252	3325.00	102.00	-102.00	0	0.38	0.02	-0.02								
GJ 1252 b	GJ 1252	3458.00	140.00	-133.00	0	0.39	0.02	-0.02	0.38	0.02	-0.02	0	64.00	4.00	-4.00	0
GJ 1252 b	GJ 1252	3458.00	140.00	-133.00	0	0.39	0.02	-0.02	0.38	0.02	-0.02	0	64.00	4.00	-4.00	0
GJ 1265 b	GJ 1265	3236.00	51.00	-51.00	0	0.19	0.01	-0.01	0.18	0.02	-0.02	0	70.00			-1
GJ 143 b	GJ 143					0.73	0.01	-0.01	0.76	0.03	-0.02	0				
GJ 143 b	GJ 143	4628.53	91.92	-91.92	0	0.71	0.06	-0.06								
GJ 143 b	GJ 143	4640.00	100.00	-100.00	0	0.69	0.03	-0.03	0.73	0.07	-0.07	0				
GJ 15 A b	GJ 15 A	3607.00	68.00	-68.00	0	0.38	0.05	-0.05	0.38	0.05	-0.05	0				
GJ 15 A b	GJ 15 A	3742.67	30.19	-30.19	0	0.38	0.01	-0.01	0.40	0.01	-0.01	0				
GJ 15 A b	GJ 15 A	3567.00	11.00	-11.00	0	0.39	0.00	0.00	0.38	0.06	-0.06	0				
GJ 15 A c	GJ 15 A	3607.00	68.00	-68.00	0	0.38	0.05	-0.05	0.38	0.05	-0.05	0				
GJ 160.2 b	GJ 160.2	4347.00			0				0.69			0	43.60			0
GJ 163 b	GJ 163															
GJ 163 c	GJ 163															
GJ 163 d	GJ 163															
GJ 179 b	GJ 179	3370.00	100.00	-100.00	0	0.38	0.02	-0.02	0.36	0.03	-0.03	0				
GJ 179 b	GJ 179	3411.78	46.55	-46.55	0	0.38	0.01	-0.01	0.39	0.01	-0.01	0				
GJ 180 b	GJ 180								0.43			0				
GJ 180 b	GJ 180	3371.00			0				0.43			0				
GJ 180 c	GJ 180	3371.00			0				0.43			0				
GJ 180 d	GJ 180								0.43			0				
GJ 2056 b	GJ 2056								0.62	0.08	-0.08	0				
GJ 229 A c	GJ 229								0.58			0				
GJ 229 b	GJ 229								0.58			0				
GJ 229 b	GJ 229	3564.00			0				0.58			0				
GJ 251 b	GJ 251	3451.00	51.00	-51.00	0	0.36	0.01	-0.01	0.36	0.01	-0.01	0	122.10	1.90	-2.20	0
GJ 27.1 b	GJ 27.1	3542.00			0				0.53			0				
GJ 273 b	GJ 273	3382.00	49.00	-49.00	0	0.29	0.03	-0.03	0.29			0	99.00			0
GJ 273 c	GJ 273	3382.00	49.00	-49.00	0	0.29	0.03	-0.03	0.29			0	99.00			0
GJ 3021 b	GJ 3021	5540.00	75.00	-75.00	0	0.90			0.90			0				
