# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 12 02:33:05 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rotp:        Stellar Rotational Period [days]
#
pl_name,hostname,st_teff,st_rad,st_mass,st_rotp
GJ 1214 b,GJ 1214,3026.00,0.21,0.16,
GJ 1214 b,GJ 1214,,0.21,0.16,
GJ 1214 b,GJ 1214,3074.00,0.21,0.18,
GJ 1214 b,GJ 1214,3026.00,0.21,0.16,
GJ 1214 b,GJ 1214,2949.00,0.21,0.15,
GJ 1214 b,GJ 1214,,0.21,0.16,
GJ 1252 b,GJ 1252,3325.00,0.38,,
GJ 1252 b,GJ 1252,3458.00,0.39,0.38,64.00
GJ 1252 b,GJ 1252,3458.00,0.39,0.38,64.00
GJ 1265 b,GJ 1265,3236.00,0.19,0.18,70.00
GJ 143 b,GJ 143,,0.73,0.76,
GJ 143 b,GJ 143,4628.53,0.71,,
GJ 143 b,GJ 143,4640.00,0.69,0.73,
GJ 15 A b,GJ 15 A,3607.00,0.38,0.38,
GJ 15 A b,GJ 15 A,3742.67,0.38,0.40,
GJ 15 A b,GJ 15 A,3567.00,0.39,0.38,
GJ 15 A c,GJ 15 A,3607.00,0.38,0.38,
GJ 160.2 b,GJ 160.2,4347.00,,0.69,43.60
GJ 163 b,GJ 163,,,,
GJ 163 c,GJ 163,,,,
GJ 163 d,GJ 163,,,,
GJ 179 b,GJ 179,3370.00,0.38,0.36,
GJ 179 b,GJ 179,3411.78,0.38,0.39,
GJ 180 b,GJ 180,,,0.43,
GJ 180 b,GJ 180,3371.00,,0.43,
GJ 180 c,GJ 180,3371.00,,0.43,
GJ 180 d,GJ 180,,,0.43,
GJ 2056 b,GJ 2056,,,0.62,
GJ 229 A c,GJ 229,,,0.58,
GJ 229 b,GJ 229,,,0.58,
GJ 229 b,GJ 229,3564.00,,0.58,
GJ 251 b,GJ 251,3451.00,0.36,0.36,122.10
GJ 27.1 b,GJ 27.1,3542.00,,0.53,
GJ 273 b,GJ 273,3382.00,0.29,0.29,99.00
GJ 273 c,GJ 273,3382.00,0.29,0.29,99.00
GJ 3021 b,GJ 3021,5540.00,0.90,0.90,
GJ 3082 b,GJ 3082,,,0.47,
GJ 3138 b,GJ 3138,3717.00,0.50,0.68,42.50
GJ 3138 c,GJ 3138,3717.00,0.50,0.68,42.50
GJ 3138 d,GJ 3138,3717.00,0.50,0.68,42.50
GJ 317 b,GJ 317,3510.00,,0.42,
GJ 317 b,GJ 317,3492.73,0.43,0.45,
GJ 317 b,GJ 317,,,0.26,
GJ 317 b,GJ 317,,,0.42,
GJ 317 c,GJ 317,,,0.42,
GJ 317 c,GJ 317,,,0.24,
GJ 317 c,GJ 317,3492.73,0.43,0.45,
GJ 317 c,GJ 317,3510.00,,0.42,
GJ 328 b,GJ 328,3900.00,,0.69,
GJ 3293 b,GJ 3293,3466.00,0.40,0.42,
GJ 3293 b,GJ 3293,3466.00,0.40,0.42,41.00
GJ 3293 c,GJ 3293,3466.00,0.40,0.42,41.00
GJ 3293 c,GJ 3293,3466.00,0.40,0.42,
GJ 3293 d,GJ 3293,3466.00,0.40,0.42,41.00
GJ 3293 e,GJ 3293,3466.00,0.40,0.42,41.00
GJ 3323 b,GJ 3323,3159.00,0.12,0.16,33.00
GJ 3323 c,GJ 3323,3159.00,0.12,0.16,33.00
GJ 3341 b,GJ 3341,3526.00,0.44,0.47,
GJ 338 B b,GJ 338 B,4005.00,0.58,0.64,16.61
GJ 3470 b,GJ 3470,3652.00,0.48,0.51,21.54
GJ 3470 b,GJ 3470,3552.00,0.50,0.50,
GJ 3470 b,GJ 3470,3552.00,0.50,0.50,
GJ 3470 b,GJ 3470,3652.00,0.48,0.51,
GJ 3470 b,GJ 3470,3552.00,0.50,0.50,
GJ 3470 b,GJ 3470,,0.53,0.56,
GJ 3470 b,GJ 3470,3600.00,0.57,0.54,
GJ 3470 b,GJ 3470,3600.00,0.55,0.54,
GJ 3470 b,GJ 3470,3600.00,0.50,0.54,
GJ 3473 b,GJ 3473,3332.00,0.35,,
GJ 3473 b,GJ 3473,3347.00,0.36,0.36,168.30
GJ 3473 c,GJ 3473,3347.00,0.36,0.36,168.30
GJ 3512 b,GJ 3512,3081.00,0.14,0.12,87.00
GJ 357 b,GJ 357,3505.00,0.36,,
GJ 357 b,GJ 357,3505.00,0.34,0.34,
GJ 357 c,GJ 357,3505.00,0.34,0.34,
GJ 357 d,GJ 357,3505.00,0.34,0.34,
GJ 3634 b,GJ 3634,,0.43,0.45,
GJ 367 b,GJ 367,3522.00,0.46,0.45,58.00
GJ 367 b,GJ 367,3518.00,0.46,,
GJ 3779 b,GJ 3779,3324.00,0.28,0.27,95.00
GJ 3929 b,GJ 3929,3369.00,0.32,0.31,122.00
GJ 393 b,GJ 393,3579.00,0.43,0.43,34.15
GJ 3942 b,GJ 3942,3867.00,0.61,0.63,
GJ 3998 b,GJ 3998,3722.00,0.49,0.50,
GJ 3998 c,GJ 3998,3722.00,0.49,0.50,
GJ 411 b,GJ 411,3563.00,0.39,0.39,56.15
GJ 411 b,GJ 411,3601.00,0.39,0.39,56.15
GJ 411 b,GJ 411,3719.95,0.37,0.39,
GJ 411 b,GJ 411,3719.00,0.37,0.39,56.16
GJ 414 A b,GJ 414 A,4120.00,0.68,0.65,
GJ 414 A b,GJ 414 A,4205.93,0.67,0.69,
GJ 414 A c,GJ 414 A,4120.00,0.68,0.65,
GJ 414 A c,GJ 414 A,4205.93,0.67,0.69,
GJ 422 b,GJ 422,,,0.35,
GJ 422 b,GJ 422,3323.00,,0.35,
GJ 4276 b,GJ 4276,3387.00,0.41,0.41,64.30
GJ 433 b,GJ 433,3472.00,,0.48,
GJ 433 b,GJ 433,,,0.48,
GJ 433 b,GJ 433,3461.00,0.50,0.59,
GJ 433 b,GJ 433,3600.00,,0.48,
GJ 433 c,GJ 433,,,0.48,
GJ 433 c,GJ 433,3472.00,,0.48,
GJ 433 d,GJ 433,,,0.48,
GJ 436 b,GJ 436,,0.46,0.47,
GJ 436 b,GJ 436,,,,
GJ 436 b,GJ 436,3456.00,0.43,0.42,
GJ 436 b,GJ 436,,,0.41,
GJ 436 b,GJ 436,3456.00,0.43,0.42,
GJ 436 b,GJ 436,3350.00,0.46,0.45,
GJ 436 b,GJ 436,,0.45,,
GJ 436 b,GJ 436,3500.00,,,
GJ 436 b,GJ 436,3416.00,0.46,0.56,
GJ 436 b,GJ 436,3585.00,0.44,0.45,
GJ 436 b,GJ 436,3456.00,0.43,0.42,
GJ 436 b,GJ 436,3350.00,,,
GJ 436 b,GJ 436,3479.00,0.45,0.45,44.09
GJ 436 b,GJ 436,3586.11,0.42,0.44,
GJ 436 b,GJ 436,3350.00,,0.44,
GJ 436 b,GJ 436,3350.00,0.46,0.45,
GJ 436 b,GJ 436,,,0.45,
GJ 436 b,GJ 436,3500.00,0.45,0.45,
GJ 436 b,GJ 436,3456.00,0.43,0.42,
GJ 436 b,GJ 436,3500.00,0.45,0.46,
GJ 480 b,GJ 480,,,0.45,
GJ 486 b,GJ 486,3297.00,0.33,,
GJ 486 b,GJ 486,3340.00,0.33,0.32,130.10
GJ 504 b,GJ 504,6234.00,,1.22,
GJ 514 b,GJ 514,3728.00,0.50,0.51,28.00
GJ 536 b,GJ 536,3674.00,0.51,0.51,
GJ 536 b,GJ 536,3685.00,0.50,0.52,45.39
GJ 581 b,GJ 581,,,,
GJ 581 b,GJ 581,3396.00,0.33,0.31,
GJ 581 b,GJ 581,,0.29,0.31,
GJ 581 b,GJ 581,3490.39,0.32,0.32,
GJ 581 b,GJ 581,3396.00,0.33,0.31,
GJ 581 b,GJ 581,,0.29,0.31,
GJ 581 c,GJ 581,3396.00,0.33,0.31,
GJ 581 c,GJ 581,,,,
GJ 581 c,GJ 581,3490.39,0.32,0.32,
GJ 581 c,GJ 581,,0.29,0.31,
GJ 581 c,GJ 581,3396.00,0.33,0.31,
GJ 581 e,GJ 581,,,,
GJ 581 e,GJ 581,,0.29,0.31,
GJ 581 e,GJ 581,3396.00,0.33,0.31,
GJ 581 e,GJ 581,3396.00,0.33,0.31,
GJ 625 b,GJ 625,3499.00,0.31,0.30,77.80
GJ 649 b,GJ 649,3700.00,,0.54,
GJ 649 b,GJ 649,3807.22,0.50,0.53,
GJ 667 C b,GJ 667 C,3350.00,,0.33,
GJ 667 C b,GJ 667 C,3650.00,,,
GJ 667 C b,GJ 667 C,3650.00,,,
GJ 667 C b,GJ 667 C,,,,
GJ 667 C c,GJ 667 C,3350.00,,0.33,
GJ 667 C c,GJ 667 C,3650.00,,,
GJ 667 C c,GJ 667 C,3650.00,,,
GJ 667 C c,GJ 667 C,,,,
GJ 667 C e,GJ 667 C,3350.00,,0.33,
GJ 667 C f,GJ 667 C,3350.00,,0.33,
GJ 667 C g,GJ 667 C,3350.00,,0.33,
GJ 674 b,GJ 674,3600.00,,0.35,
GJ 676 A b,GJ 676 A,3734.00,0.69,0.73,
GJ 676 A b,GJ 676 A,,,,
GJ 676 A b,GJ 676 A,,,0.71,
GJ 676 A b,GJ 676 A,,,,
GJ 676 A c,GJ 676 A,,,,
GJ 676 A d,GJ 676 A,,,0.71,
GJ 676 A d,GJ 676 A,,,,
GJ 676 A e,GJ 676 A,,,,
GJ 676 A e,GJ 676 A,,,0.71,
GJ 682 b,GJ 682,3028.00,,0.27,
GJ 682 c,GJ 682,3028.00,,0.27,
GJ 685 b,GJ 685,3816.00,0.54,0.55,18.15
GJ 687 b,GJ 687,3413.00,0.42,0.41,
GJ 687 b,GJ 687,3340.00,0.43,0.45,
GJ 687 b,GJ 687,,,0.40,
GJ 687 b,GJ 687,3561.30,0.40,0.42,
GJ 687 c,GJ 687,,,0.40,
GJ 720 A b,GJ 720 A,3837.00,0.56,0.57,36.05
GJ 740 b,GJ 740,3913.00,0.56,0.58,35.56
GJ 832 b,GJ 832,,0.44,0.44,
GJ 832 b,GJ 832,3657.00,0.48,0.45,
GJ 832 b,GJ 832,3472.00,,0.45,
GJ 832 c,GJ 832,3472.00,,0.45,
GJ 849 b,GJ 849,3241.00,0.53,0.65,
GJ 849 b,GJ 849,3407.00,0.46,0.46,
GJ 849 b,GJ 849,,,0.49,
GJ 849 b,GJ 849,,,0.49,
GJ 849 b,GJ 849,3562.68,0.47,0.50,
GJ 849 b,GJ 849,,,0.49,
GJ 849 c,GJ 849,,,0.49,
GJ 849 c,GJ 849,3562.68,0.47,0.50,
GJ 86 b,GJ 86,5182.00,0.77,0.93,
GJ 86 b,GJ 86,,,0.80,
GJ 86 b,GJ 86,5151.00,,0.77,
GJ 876 b,GJ 876,3271.00,0.35,0.34,
GJ 876 b,GJ 876,,,0.37,
GJ 876 b,GJ 876,3271.00,0.35,0.34,
GJ 876 b,GJ 876,3271.00,0.35,0.34,
GJ 876 b,GJ 876,3293.74,0.37,0.37,
GJ 876 b,GJ 876,,,0.33,
GJ 876 b,GJ 876,3271.00,0.35,0.34,
GJ 876 b,GJ 876,,0.30,0.32,
GJ 876 c,GJ 876,3293.74,0.37,0.37,
GJ 876 c,GJ 876,,,0.33,
GJ 876 c,GJ 876,,,0.37,
GJ 876 c,GJ 876,3271.00,0.35,0.34,
GJ 876 c,GJ 876,3271.00,0.35,0.34,
GJ 876 c,GJ 876,3271.00,0.35,0.34,
GJ 876 c,GJ 876,,0.30,0.32,
GJ 876 d,GJ 876,3271.00,0.35,0.34,
GJ 876 d,GJ 876,,,0.33,
GJ 876 d,GJ 876,3271.00,0.35,0.34,
GJ 876 d,GJ 876,3293.74,0.37,0.37,
GJ 876 d,GJ 876,,,0.37,
GJ 876 d,GJ 876,,0.30,0.32,
GJ 876 d,GJ 876,3271.00,0.35,0.34,
GJ 876 e,GJ 876,,0.30,0.32,
GJ 876 e,GJ 876,3271.00,0.35,0.34,
GJ 876 e,GJ 876,,,0.37,
GJ 887 b,GJ 887,3688.00,0.47,0.49,
GJ 887 c,GJ 887,3688.00,0.47,0.49,
GJ 9066 b,GJ 9066,,,0.15,
GJ 9066 c,GJ 9066,,,0.15,
GJ 9066 c,GJ 9066,3154.00,0.16,0.15,1.96
GJ 96 b,GJ 96,3785.00,,0.60,29.60
GJ 9689 b,GJ 9689,3836.00,0.57,0.59,39.97
GJ 9827 b,GJ 9827,4340.00,0.60,0.61,28.72
GJ 9827 b,GJ 9827,4269.00,0.61,0.61,
GJ 9827 b,GJ 9827,4255.00,0.65,0.66,16.90
GJ 9827 b,GJ 9827,4255.00,0.60,0.61,
GJ 9827 b,GJ 9827,4219.00,0.62,0.64,
GJ 9827 c,GJ 9827,4255.00,0.65,0.66,16.90
GJ 9827 c,GJ 9827,4269.00,0.61,0.61,
GJ 9827 c,GJ 9827,4219.00,0.62,0.64,
GJ 9827 c,GJ 9827,4340.00,0.60,0.61,28.72
GJ 9827 d,GJ 9827,4340.00,0.60,0.61,28.72
GJ 9827 d,GJ 9827,4219.00,0.62,0.64,
GJ 9827 d,GJ 9827,4269.00,0.61,0.61,
GJ 9827 d,GJ 9827,4255.00,0.65,0.66,16.90
GPX-1 b,GPX-1,7000.00,1.56,1.68,
GQ Lup b,GQ Lup,4360.00,1.94,,
GQ Lup b,GQ Lup,,,0.70,
GSC 06214-00210 b,GSC 06214-00210,4200.00,,0.90,
GSC 06214-00210 b,GSC 06214-00210,,,0.60,
GSC 06214-00210 b,GSC 06214-00210,4432.00,0.90,0.69,
GSC 06214-00210 b,GSC 06214-00210,4200.00,,0.90,
GU Psc b,GU Psc,,,0.33,
Gaia-1 b,Gaia-1,5470.00,0.95,0.95,
Gaia-2 b,Gaia-2,5720.00,1.06,1.00,
Gl 378 b,Gl 378,3879.00,0.56,0.56,
Gl 49 b,Gl 49,3805.00,0.51,0.52,18.86
Gl 686 b,Gl 686,3654.00,0.43,0.43,38.40
Gl 686 b,Gl 686,3663.00,0.42,0.42,
Gl 686 b,Gl 686,3656.00,0.43,0.43,38.73
HAT-P-1 b,HAT-P-1,5975.00,1.11,1.13,
HAT-P-1 b,HAT-P-1,5975.00,1.14,1.13,
HAT-P-1 b,HAT-P-1,,1.11,1.13,
HAT-P-1 b,HAT-P-1,6051.18,1.18,1.13,
HAT-P-1 b,HAT-P-1,6051.18,1.18,1.13,
HAT-P-1 b,HAT-P-1,5975.00,1.15,1.12,
HAT-P-1 b,HAT-P-1,5975.00,1.14,1.13,
HAT-P-1 b,HAT-P-1,5980.00,1.14,1.13,
HAT-P-1 b,HAT-P-1,6000.00,,,
HAT-P-1 b,HAT-P-1,5980.00,,,
HAT-P-1 b,HAT-P-1,5980.00,1.17,1.15,
HAT-P-1 b,HAT-P-1,6067.00,1.15,1.12,
HAT-P-11 b,HAT-P-11,4766.00,0.74,0.79,
HAT-P-11 b,HAT-P-11,4777.00,0.77,0.83,
HAT-P-11 b,HAT-P-11,4777.00,0.77,0.83,
HAT-P-11 b,HAT-P-11,4653.00,0.74,0.81,
HAT-P-11 b,HAT-P-11,4864.00,0.75,,
HAT-P-11 b,HAT-P-11,,,0.81,
HAT-P-11 b,HAT-P-11,4780.00,0.75,0.81,
HAT-P-11 b,HAT-P-11,,,,30.50
HAT-P-11 b,HAT-P-11,4780.00,0.69,0.81,
HAT-P-11 b,HAT-P-11,4777.56,0.76,0.77,
HAT-P-11 b,HAT-P-11,4777.56,0.76,0.77,
HAT-P-11 b,HAT-P-11,4780.00,0.68,0.81,29.20
HAT-P-11 b,HAT-P-11,4777.00,0.77,0.83,
HAT-P-11 b,HAT-P-11,4708.00,0.77,0.88,
HAT-P-11 b,HAT-P-11,4780.00,0.75,0.81,
HAT-P-11 b,HAT-P-11,4778.00,0.76,0.83,
HAT-P-11 c,HAT-P-11,,,0.81,
HAT-P-11 c,HAT-P-11,4780.00,0.68,0.81,29.20
HAT-P-12 b,HAT-P-12,4559.00,0.70,0.73,
HAT-P-12 b,HAT-P-12,4650.00,0.70,0.73,
HAT-P-12 b,HAT-P-12,4650.00,,,
HAT-P-12 b,HAT-P-12,4665.00,0.68,0.69,
HAT-P-12 b,HAT-P-12,4652.87,0.70,0.74,
HAT-P-12 b,HAT-P-12,,,0.73,
HAT-P-12 b,HAT-P-12,4650.00,0.70,0.73,
HAT-P-12 b,HAT-P-12,4650.00,0.70,0.73,
HAT-P-12 b,HAT-P-12,4652.87,0.70,0.74,
HAT-P-12 b,HAT-P-12,4650.00,0.70,0.73,
HAT-P-12 b,HAT-P-12,4650.00,0.70,0.73,
HAT-P-13 b,HAT-P-13,5653.00,1.56,1.22,
HAT-P-13 b,HAT-P-13,,,,
HAT-P-13 b,HAT-P-13,5653.00,,,
HAT-P-13 b,HAT-P-13,5653.00,,,
HAT-P-13 b,HAT-P-13,,,1.32,
HAT-P-13 b,HAT-P-13,5653.00,1.56,1.22,
HAT-P-13 b,HAT-P-13,,1.76,1.32,
HAT-P-13 b,HAT-P-13,5653.00,1.56,1.22,
HAT-P-13 c,HAT-P-13,,,,
HAT-P-13 c,HAT-P-13,5653.00,1.56,1.22,
HAT-P-13 c,HAT-P-13,,,1.32,
HAT-P-13 c,HAT-P-13,,1.76,1.32,
HAT-P-14 b,HAT-P-14,6600.00,1.82,2.65,
HAT-P-14 b,HAT-P-14,6600.00,1.47,1.39,
HAT-P-14 b,HAT-P-14,,,1.42,
HAT-P-14 b,HAT-P-14,6600.00,,,
HAT-P-14 b,HAT-P-14,,1.47,1.39,
HAT-P-14 b,HAT-P-14,6727.61,1.55,1.43,
HAT-P-14 b,HAT-P-14,6600.00,1.59,1.42,
HAT-P-14 b,HAT-P-14,6600.00,1.47,1.39,
HAT-P-14 b,HAT-P-14,6600.00,1.47,1.39,
HAT-P-14 b,HAT-P-14,6583.00,1.53,1.32,
HAT-P-15 b,HAT-P-15,5568.00,1.07,1.00,
HAT-P-15 b,HAT-P-15,5568.00,1.08,1.01,
HAT-P-15 b,HAT-P-15,,,1.01,
HAT-P-15 b,HAT-P-15,5568.00,1.08,1.01,
HAT-P-16 b,HAT-P-16,6158.00,,1.20,
HAT-P-16 b,HAT-P-16,,,1.22,
HAT-P-16 b,HAT-P-16,6158.00,,,
HAT-P-16 b,HAT-P-16,6158.00,1.24,1.22,
HAT-P-16 b,HAT-P-16,6158.00,1.24,1.22,
HAT-P-16 b,HAT-P-16,6158.00,,,
HAT-P-16 b,HAT-P-16,6158.00,1.24,1.22,
HAT-P-17 b,HAT-P-17,,,0.86,
HAT-P-17 b,HAT-P-17,5246.00,0.87,0.99,
HAT-P-17 b,HAT-P-17,5246.00,0.84,0.86,
HAT-P-17 b,HAT-P-17,5246.00,0.84,0.86,
HAT-P-17 b,HAT-P-17,5336.96,0.84,0.92,
HAT-P-17 b,HAT-P-17,5246.00,0.84,0.86,
HAT-P-17 c,HAT-P-17,5336.96,0.84,0.92,
HAT-P-17 c,HAT-P-17,5246.00,0.84,0.86,
HAT-P-17 c,HAT-P-17,5246.00,0.84,0.86,
HAT-P-18 b,HAT-P-18,4803.00,0.75,0.77,
HAT-P-18 b,HAT-P-18,4803.00,0.75,0.77,
HAT-P-18 b,HAT-P-18,4870.00,0.72,0.77,
HAT-P-18 b,HAT-P-18,4803.00,0.75,0.77,
HAT-P-18 b,HAT-P-18,4790.00,0.74,0.77,
HAT-P-18 b,HAT-P-18,4803.00,0.75,0.77,
HAT-P-18 b,HAT-P-18,4790.00,0.74,0.77,
HAT-P-18 b,HAT-P-18,,,0.77,
HAT-P-19 b,HAT-P-19,4990.00,0.82,0.84,35.50
HAT-P-19 b,HAT-P-19,4990.00,0.82,0.84,
HAT-P-19 b,HAT-P-19,5007.00,0.80,0.83,
HAT-P-19 b,HAT-P-19,4990.00,0.82,0.84,
HAT-P-2 b,HAT-P-2,,1.42,1.30,
HAT-P-2 b,HAT-P-2,6290.00,1.47,1.30,
HAT-P-2 b,HAT-P-2,,,,
HAT-P-2 b,HAT-P-2,,,,
HAT-P-2 b,HAT-P-2,6380.00,1.39,1.33,
HAT-P-2 b,HAT-P-2,,,1.36,
HAT-P-2 b,HAT-P-2,6290.00,1.51,1.31,
HAT-P-2 b,HAT-P-2,6412.00,1.71,1.93,
HAT-P-2 b,HAT-P-2,6300.00,,,
HAT-P-2 b,HAT-P-2,6290.00,1.64,1.36,
HAT-P-2 b,HAT-P-2,6380.00,1.39,1.33,
HAT-P-2 b,HAT-P-2,6290.00,1.68,1.28,
HAT-P-2 b,HAT-P-2,6290.00,1.64,1.36,
HAT-P-20 b,HAT-P-20,4600.00,,,
HAT-P-20 b,HAT-P-20,4595.00,0.69,0.76,
HAT-P-20 b,HAT-P-20,,,0.76,
HAT-P-20 b,HAT-P-20,4595.00,0.69,0.76,
HAT-P-20 b,HAT-P-20,4595.00,0.68,0.74,14.48
HAT-P-20 b,HAT-P-20,4595.00,0.69,0.76,
HAT-P-20 b,HAT-P-20,4604.03,0.68,0.73,
HAT-P-21 b,HAT-P-21,5588.00,1.21,1.24,
HAT-P-21 b,HAT-P-21,5588.00,1.10,0.95,
HAT-P-21 b,HAT-P-21,5588.00,1.10,0.95,15.90
HAT-P-21 b,HAT-P-21,5588.00,1.21,1.24,
HAT-P-22 b,HAT-P-22,5302.00,1.04,0.92,
HAT-P-22 b,HAT-P-22,5302.00,1.04,0.92,
HAT-P-22 b,HAT-P-22,5302.00,,,
HAT-P-22 b,HAT-P-22,5302.00,1.11,1.13,
HAT-P-22 b,HAT-P-22,,,0.92,
HAT-P-22 b,HAT-P-22,5302.00,1.04,0.92,
HAT-P-22 b,HAT-P-22,5314.00,1.06,0.94,28.70
HAT-P-23 b,HAT-P-23,5905.00,0.96,0.58,
HAT-P-23 b,HAT-P-23,5905.00,,,
HAT-P-23 b,HAT-P-23,5905.00,1.20,1.13,
HAT-P-23 b,HAT-P-23,5905.00,1.20,1.13,
HAT-P-23 b,HAT-P-23,5885.00,1.09,1.10,
HAT-P-23 b,HAT-P-23,5905.00,,,
HAT-P-23 b,HAT-P-23,5924.00,1.29,1.13,
HAT-P-23 b,HAT-P-23,5905.00,1.20,1.13,
HAT-P-24 b,HAT-P-24,6373.00,1.38,1.37,
HAT-P-24 b,HAT-P-24,,,1.19,
HAT-P-24 b,HAT-P-24,6373.00,1.32,1.19,
HAT-P-24 b,HAT-P-24,,,,
HAT-P-24 b,HAT-P-24,6373.00,1.32,1.19,
HAT-P-24 b,HAT-P-24,6373.00,1.32,1.19,
HAT-P-24 b,HAT-P-24,6373.00,1.32,1.19,
HAT-P-25 b,HAT-P-25,5500.00,0.96,1.01,
HAT-P-25 b,HAT-P-25,5500.00,0.96,1.01,
HAT-P-25 b,HAT-P-25,5500.00,0.96,1.01,
HAT-P-25 b,HAT-P-25,5519.00,0.92,1.01,
HAT-P-25 b,HAT-P-25,5610.00,0.91,0.99,
HAT-P-26 b,HAT-P-26,,,0.82,
HAT-P-26 b,HAT-P-26,5079.00,0.87,1.12,
HAT-P-26 b,HAT-P-26,5079.00,0.79,0.82,
HAT-P-26 b,HAT-P-26,5079.00,0.79,0.82,
HAT-P-26 b,HAT-P-26,5061.90,0.86,0.85,
HAT-P-27 b,HAT-P-27,5300.00,0.90,0.94,
HAT-P-27 b,HAT-P-27,5190.00,0.87,0.92,
HAT-P-27 b,HAT-P-27,5316.00,0.86,0.92,
HAT-P-27 b,HAT-P-27,5300.00,0.90,0.94,
HAT-P-27 b,HAT-P-27,5316.00,0.86,0.92,
HAT-P-28 b,HAT-P-28,5680.00,1.10,1.02,
HAT-P-28 b,HAT-P-28,5680.00,1.10,1.02,
HAT-P-28 b,HAT-P-28,5680.00,1.10,1.02,
HAT-P-29 b,HAT-P-29,6115.00,1.24,1.20,
HAT-P-29 b,HAT-P-29,6087.00,1.30,1.45,
HAT-P-29 b,HAT-P-29,6086.00,1.23,1.14,
HAT-P-29 b,HAT-P-29,6087.00,1.22,1.21,
HAT-P-29 b,HAT-P-29,,,1.21,
HAT-P-29 b,HAT-P-29,6087.00,1.22,1.21,
HAT-P-29 b,HAT-P-29,6087.00,1.22,1.21,
HAT-P-3 b,HAT-P-3,5185.00,0.80,0.92,
HAT-P-3 b,HAT-P-3,5185.00,0.83,0.93,
HAT-P-3 b,HAT-P-3,5185.00,0.87,1.06,
HAT-P-3 b,HAT-P-3,5185.00,0.87,0.90,
HAT-P-3 b,HAT-P-3,,0.83,,
HAT-P-3 b,HAT-P-3,5185.00,,,
HAT-P-3 b,HAT-P-3,5185.00,0.83,0.93,
HAT-P-3 b,HAT-P-3,5185.00,0.82,0.94,
HAT-P-3 b,HAT-P-3,5185.00,0.83,0.93,
HAT-P-3 b,HAT-P-3,5084.00,0.80,0.92,
HAT-P-3 b,HAT-P-3,5190.00,0.85,0.93,
HAT-P-30 b,HAT-P-30,,1.33,,
HAT-P-30 b,HAT-P-30,6304.00,1.31,1.55,
HAT-P-30 b,HAT-P-30,,,1.24,
HAT-P-30 b,HAT-P-30,6304.00,1.22,1.24,
HAT-P-30 b,HAT-P-30,6304.00,1.22,1.24,
HAT-P-30 b,HAT-P-30,6304.00,1.22,1.24,
HAT-P-31 b,HAT-P-31,6115.00,1.47,1.15,
HAT-P-31 b,HAT-P-31,6065.00,1.39,1.31,
HAT-P-31 b,HAT-P-31,,,1.22,
HAT-P-31 b,HAT-P-31,6070.00,1.36,1.22,
HAT-P-31 b,HAT-P-31,6065.00,1.39,1.31,
HAT-P-31 b,HAT-P-31,6065.00,1.36,1.22,
HAT-P-32 b,HAT-P-32,6269.00,,,
HAT-P-32 b,HAT-P-32,6207.00,1.19,1.09,
HAT-P-32 b,HAT-P-32,6207.00,1.22,1.16,
HAT-P-32 b,HAT-P-32,,,,
HAT-P-32 b,HAT-P-32,6001.00,1.37,1.13,
HAT-P-32 b,HAT-P-32,,,1.16,
HAT-P-32 b,HAT-P-32,,1.22,1.16,
HAT-P-32 b,HAT-P-32,6207.00,1.22,1.16,
HAT-P-32 b,HAT-P-32,6207.00,1.22,1.16,
HAT-P-32 b,HAT-P-32,6269.00,1.22,,
HAT-P-33 b,HAT-P-33,6446.00,1.64,1.38,
HAT-P-33 b,HAT-P-33,6446.00,1.64,1.38,
HAT-P-33 b,HAT-P-33,6446.00,1.79,1.82,
HAT-P-33 b,HAT-P-33,,,1.38,
HAT-P-33 b,HAT-P-33,6446.00,1.64,1.38,
HAT-P-34 b,HAT-P-34,6442.00,1.53,1.39,
HAT-P-34 b,HAT-P-34,,,,
HAT-P-34 b,HAT-P-34,6442.00,1.53,1.39,
HAT-P-34 b,HAT-P-34,,,1.39,
HAT-P-34 b,HAT-P-34,6509.00,1.45,1.36,
HAT-P-34 b,HAT-P-34,6442.00,1.53,1.39,
HAT-P-34 b,HAT-P-34,6442.00,1.73,4.26,
HAT-P-34 b,HAT-P-34,6509.00,1.57,1.34,
HAT-P-35 b,HAT-P-35,6178.00,1.36,1.18,
HAT-P-35 b,HAT-P-35,6096.00,1.44,1.24,
HAT-P-35 b,HAT-P-35,6096.00,3.82,23.56,
HAT-P-35 b,HAT-P-35,6096.00,1.44,1.24,
HAT-P-36 b,HAT-P-36,5560.00,1.10,1.02,
HAT-P-36 b,HAT-P-36,5620.00,1.04,1.03,
HAT-P-36 b,HAT-P-36,5560.00,1.10,1.02,
HAT-P-36 b,HAT-P-36,5560.00,1.11,1.05,
HAT-P-36 b,HAT-P-36,5620.00,1.04,1.03,
HAT-P-36 b,HAT-P-36,5620.00,1.04,1.03,
HAT-P-36 b,HAT-P-36,5560.00,1.00,0.78,
HAT-P-36 b,HAT-P-36,5560.00,1.10,1.02,
HAT-P-37 b,HAT-P-37,5500.00,0.88,0.93,
